ids,x,y,z,fx,fy,fz,marker
79,-0.1711354,1.499855,-0.006267348,8.618946928383613e-06,-2.1026754919202554e-07,1.1468455970111211e-05,Wing
80,-0.1663282,1.496939,-0.009112418,0.0008640039020183228,-5.9027746822002215e-06,0.0018839040353102287,Wing
81,-0.1585554,1.499914,-0.01211337,-0.0053995406419013155,-3.427740567402355e-05,-0.017314776963119526,Wing
82,-0.1499029,1.500287,-0.01444119,-0.0007581364409878616,-3.076734326399338e-06,-0.003349660150079388,Wing
83,-0.1387674,1.502043,-0.01659399,-0.0041969355189744395,2.4863094293265716e-05,-0.026196261891141916,Wing
84,-0.1224372,1.501546,-0.01871422,-0.0030343082601338297,3.725559346500703e-06,-0.029726413978386594,Wing
85,-0.08884929,1.50174,-0.02075719,-0.00169979364802062,-7.205386324147195e-05,-0.0612259612824697,Wing
86,-0.03411152,1.482426,-0.02026553,0.0024746850936499996,-4.001061968296346e-05,-0.06632099936592631,Wing
87,0.01336991,1.489256,-0.0175945,0.0027426390230117833,-3.3123815501507395e-05,-0.03843681174354397,Wing
88,0.05493364,1.500002,-0.01416116,0.0013333416542254174,-1.9026952144262539e-06,-0.014458958154819571,Wing
89,0.09428771,1.493973,-0.01019111,0.0011291996839344145,-1.5385488026017042e-06,-0.010374292717799147,Wing
90,0.1163538,1.49627,-0.007686988,0.0003650833478806121,-2.151063932421677e-07,-0.0031010944570243676,Wing
91,0.1372333,1.500852,-0.005130624,-0.0006680557316771774,-2.818967730200426e-07,0.00527760853247824,Wing
92,0.1566155,1.501123,-0.002584197,-0.0020055090144231,-2.5581845347451434e-07,0.014767309781965861,Wing
93,0.175,1.45,0.0,0.014516717563108962,5.752984924438787e-06,-0.009627317322480173,Wing
94,0.1563132,1.451404,0.002625265,-0.00029995903149550063,-1.47353962124933e-07,-0.002214454132316672,Wing
95,0.1374346,1.450662,0.005105053,-0.0010415286124093434,3.9545185079862623e-07,-0.00823093505577859,Wing
96,0.1152288,1.452324,0.007819485,0.0006412240624149399,2.4475356825590866e-07,0.005485114471845774,Wing
97,0.08756059,1.448459,0.0109151,0.002048535629968849,1.7941925292718053e-06,0.019422711290096602,Wing
98,0.05550362,1.449315,0.01410835,0.0031469229950722814,9.560193326444471e-06,0.03424695160422461,Wing
99,0.0192626,1.441075,0.01716167,0.005151622978219822,5.014785774500086e-05,0.06910641631651365,Wing
100,-0.0360246,1.441647,0.02033731,0.002916921185781527,7.769898775679678e-05,0.08065232347304374,Wing
101,-0.09107125,1.454285,0.02069223,-0.0018514841564340463,4.837468349538328e-05,0.05887706479677145,Wing
102,-0.1159828,1.453417,0.01931033,-0.004965281064278377,0.00010080952626799564,0.05968623561288088,Wing
103,-0.1364275,1.451299,0.01696217,-0.006097319825751276,6.290627751870224e-05,0.04047893871021182,Wing
104,-0.1506919,1.445052,0.01425779,-0.0039053998148272542,-2.383109538599901e-06,0.01701884174116111,Wing
105,-0.160107,1.449365,0.01160559,-0.009009682590978013,7.858691933579455e-05,0.026824605991002476,Wing
106,-0.1684261,1.450603,0.008016372,7.107474712717343e-05,-2.3296202042639282e-07,-0.00012937695165983018,Wing
107,-0.1722382,1.448755,0.005332954,-0.00032943105079818525,-6.608659356163774e-06,0.00034463292740663374,Wing
108,-0.174735,1.449537,0.001598033,0.008731700901559445,4.440830602510119e-05,-0.002455875051140029,Wing
109,-0.1742555,1.45007,-0.002726529,0.006126804061752816,-3.6965819997081306e-05,0.002859947601620014,Wing
110,-0.1711207,1.449865,-0.0062786,0.001237841315552395,-3.045066225220208e-05,0.0016536146758982823,Wing
111,-0.1662811,1.446969,-0.009135157,-0.0009271123468735851,6.462588517480194e-06,-0.0020330812502901106,Wing
112,-0.1583478,1.450067,-0.01217883,-0.004361036627858841,-2.435690915092243e-05,-0.014172977884469057,Wing
113,-0.1492816,1.450502,-0.01458216,-0.0017311965643081473,-4.6996846796002856e-06,-0.007897303778840676,Wing
114,-0.1367785,1.452429,-0.01690852,-0.005072586533962516,3.8600944068747774e-05,-0.03404261640150009,Wing
115,-0.115952,1.45213,-0.0193129,-0.004122042892310853,1.3968886807437368e-05,-0.05048230917393259,Wing
116,-0.08744054,1.453328,-0.02079414,-0.002071511050518093,-6.594883381027932e-06,-0.08044669166218912,Wing
117,-0.03383513,1.450047,-0.0202549,0.0031928193321957947,-5.3292591670881666e-05,-0.08387932985028403,Wing
118,0.01865038,1.446732,-0.01720754,0.003204331546997479,-2.2272046026392353e-05,-0.04308822046404568,Wing
119,0.05277933,1.452588,-0.01435946,0.003579927416754221,-6.635652247381155e-06,-0.039379266246530424,Wing
120,0.08657944,1.446825,-0.01101916,0.002307220913704,4.343091721453336e-06,-0.02195897570412,Wing
121,0.1140048,1.448709,-0.007963055,0.0011199704613569514,-7.959514797662263e-07,-0.009613705016587017,Wing
122,0.1391231,1.453004,-0.004889905,-0.001279415489307723,-4.5174264256018275e-07,0.010044664992997828,Wing
123,0.1573981,1.44908,-0.002477659,-0.0011237218462858951,-3.3329587425866852e-06,0.008253854170451186,Wing
124,0.175,1.4,0.0,0.011631414543663374,-3.046341980586706e-06,-0.006179583295600059,Wing
125,0.1562659,1.401443,0.002631681,-0.002051980017841603,-1.078319772186542e-06,-0.015153434097174281,Wing
126,0.1373035,1.400746,0.005121701,-0.0015883275403788968,6.306908293181753e-07,-0.012561418636909053,Wing
127,0.1149024,1.40264,0.007857831,0.0004929325007229151,2.5205737076973053e-07,0.0042220240064403435,Wing
128,0.08742811,1.398406,0.01092918,0.00172239677052375,-2.695246705869045e-07,0.016329109093050003,Wing
129,0.05662423,1.399637,0.0140041,0.0034818817080000054,-6.785093226832529e-06,0.037561446238266724,Wing
130,0.02403594,1.403568,0.01679709,0.00475219376661642,-3.594656119382146e-05,0.061246100254343405,Wing
131,-0.03112816,1.397871,0.02014727,0.005591690669759671,-3.305261306253277e-05,0.13728902828279047,Wing
132,-0.0820235,1.407202,0.02090674,-0.000997704950456665,5.032960261698939e-05,0.060972458971913314,Wing
133,-0.1208179,1.399505,0.01887478,-0.004658710943330103,8.759469628120277e-05,0.048799724365341066,Wing
134,-0.1372249,1.397886,0.01683951,-0.006829773964555715,5.283431190356621e-05,0.04402831832537649,Wing
135,-0.1511132,1.394811,0.01415781,-0.003800574910917284,8.617131768933368e-06,0.016252718136177163,Wing
136,-0.1601698,1.399413,0.01158432,-0.008299332691150891,7.99945969167534e-05,0.024628274265494077,Wing
137,-0.1684427,1.400613,0.008007002,-0.001222964340292085,4.092007978739999e-06,0.0022215061223297924,Wing
138,-0.1722425,1.398757,0.005328828,1.7920764567458574e-05,3.573972526818562e-07,-1.8721661163255244e-05,Wing
139,-0.1747356,1.399537,0.001596218,0.010379568179729142,5.310064248421701e-05,-0.002914117994839949,Wing
140,-0.1742551,1.40007,-0.002727227,0.005395783389428278,-3.2600115408135617e-05,0.002520478061259978,Wing
141,-0.1711191,1.399866,-0.006279825,-0.002638004937437501,6.496168093520673e-05,-0.0035256607029583355,Wing
142,-0.1662746,1.396972,-0.009138252,0.0003496415207130015,-2.4418672691998668e-06,0.0007673206875000033,Wing
143,-0.1583202,1.400086,-0.01218749,-0.0060214170732576676,-3.2320485717743494e-05,-0.019605988065087118,Wing
144,-0.1492016,1.400531,-0.01460012,-0.0008944489067919298,-2.2764543753000194e-06,-0.004097997439129679,Wing
145,-0.1365044,1.402511,-0.01695046,-0.005672849384760011,4.488497499399902e-05,-0.038475424318241726,Wing
146,-0.1150548,1.402377,-0.01938674,-0.0046399562124300135,1.3895291247750087e-05,-0.05887010941638769,Wing
147,-0.08460185,1.404402,-0.02085888,-0.0018837086407191275,8.906860317959385e-05,-0.09074275962482475,Wing
148,-0.0327863,1.391199,-0.02021394,0.003968205418837105,5.8824736171687945e-05,-0.10175518963726776,Wing
149,0.01884957,1.400353,-0.01719264,0.00402530516376068,2.0988373813540963e-05,-0.054054621810348556,Wing
150,0.05293641,1.403498,-0.01434507,0.004128256508835941,-4.8308154056712425e-06,-0.045374764157504535,Wing
151,0.08676412,1.396548,-0.01099961,0.002150095490963472,4.024192545110242e-06,-0.020453948930503486,Wing
152,0.1134882,1.399184,-0.008023456,0.00034824697016267483,-8.330400082735432e-08,-0.002996757020305504,Wing
153,0.1373014,1.40226,-0.005121969,-0.0006159703999725496,-6.698314415996764e-07,0.0048742571092780206,Wing
154,0.1561584,1.40104,-0.002646281,-0.003636537337379908,5.829148118707691e-07,0.026824722949350795,Wing
155,0.175,1.35,0.0,0.01600685942617841,4.7865144927729916e-06,-0.01353386740748354,Wing
156,0.1562429,1.351449,0.002634809,-0.0008953965794539872,-4.838964200168733e-07,-0.006613428511179838,Wing
157,0.1372045,1.350772,0.005134273,-0.001151360546076394,4.1217639219635263e-07,-0.00911115997421193,Wing
158,0.1145207,1.352705,0.007902623,0.00046357596983582654,2.662412013028962e-07,0.003977965820199655,Wing
159,0.08644496,1.34855,0.0110334,0.0022062911224224723,5.960621091635797e-07,0.02101497173491851,Wing
160,0.05447722,1.349721,0.01420334,0.004457819706252882,-2.5928363866867286e-09,0.04857879113847908,Wing
161,0.02187694,1.349511,0.01696351,0.00467303977876281,-4.503939637682943e-06,0.06109067965019482,Wing
162,-0.03128605,1.348815,0.02015372,0.005368308398908324,3.995591668195001e-06,0.1310626443553038,Wing
163,-0.08166575,1.357673,0.02091257,-0.0010718041908113092,6.753022428889647e-05,0.0688503145269552,Wing
164,-0.1208447,1.350396,0.01887219,-0.005345996594272947,0.0001048018469961178,0.056026573457529545,Wing
165,-0.1371718,1.348494,0.01684776,-0.006853514990633856,4.709835245759965e-05,0.044239085828579064,Wing
166,-0.151114,1.344843,0.01415762,-0.005482449072439054,1.1907176249101137e-05,0.023458686242511184,Wing
167,-0.1601861,1.349398,0.01157879,-0.0076368664615729005,7.26546667350363e-05,0.022641143645432453,Wing
168,-0.1684481,1.350607,0.008003933,-0.000457126588869378,1.54475828000626e-06,0.0008298536127865047,Wing
169,-0.1722441,1.348755,0.005327357,0.0006870598634773095,1.367806941329412e-05,-0.000717439398964957,Wing
170,-0.1747358,1.349537,0.001595591,0.010006366334998474,5.137092854539287e-05,-0.0028075636198333547,Wing
171,-0.1742552,1.35007,-0.002727171,0.0037874917630964754,-2.288577308309096e-05,0.0017693023712234148,Wing
172,-0.1711198,1.349866,-0.006279241,-0.0003063722185798279,7.543968436299067e-06,-0.00040937929032661423,Wing
173,-0.1662787,1.346972,-0.009136303,-0.0004038572630213894,2.821500522534139e-06,-0.0008859207683734568,Wing
174,-0.1583346,1.350088,-0.01218297,-0.005172040760028535,-2.7510464699128454e-05,-0.016824745898060885,Wing
175,-0.1492585,1.350532,-0.01458735,-0.0027591384575841654,-7.264074949083143e-06,-0.012600883202049978,Wing
176,-0.1367152,1.35252,-0.01691824,-0.00502820758388332,4.001252123908353e-05,-0.033828630848858246,Wing
177,-0.1158669,1.352224,-0.01932,-0.004262373848026654,1.026118592853268e-05,-0.052446753999026555,Wing
178,-0.08717263,1.353588,-0.0208008,-0.002166731134750455,-3.256650572964049e-06,-0.08631073085389171,Wing
179,-0.03285292,1.353908,-0.02021657,0.004092138981679166,-5.818546407161833e-05,-0.10468647468423498,Wing
180,0.01881449,1.350381,-0.01719526,0.0041370172464071445,-1.8779751099428114e-05,-0.05550156130021143,Wing
181,0.05285002,1.353486,-0.01435298,0.004171045524976227,-7.611187163360147e-06,-0.045867566000962506,Wing
182,0.08675127,1.346486,-0.01100097,0.002060957980606861,3.6479489545314282e-06,-0.01960759218419084,Wing
183,0.1137936,1.349162,-0.007987766,-0.0003590174511546455,1.5833275284931884e-07,0.003084632915042621,Wing
184,0.1391604,1.353007,-0.004885142,4.925755299566663e-05,1.6609208566677244e-08,-0.00038679406966666635,Wing
185,0.1576066,1.34793,-0.002449218,-0.0033904074617357462,-8.935117064323746e-06,0.024889588480185704,Wing
186,0.175,1.3,0.0,0.013900177511996402,7.104281533700928e-07,-0.0017934045228449479,Wing
187,0.1566581,1.299866,0.002578397,-0.0008021016809266669,-4.331331166666184e-07,-0.005914066553666667,Wing
188,0.1370979,1.300869,0.005147802,-0.0013733469935542576,3.080651768014448e-08,-0.010872630268920982,Wing
189,0.1144301,1.302743,0.007913239,0.0010459154228653293,7.575041166929973e-07,0.008979318104845676,Wing
190,0.08647467,1.298407,0.01103025,0.0020436994861741317,2.1461736475742498e-07,0.019468283187832208,Wing
191,0.05441817,1.29949,0.01420879,0.0039259838055384485,-2.1908877798041054e-07,0.04281956659980688,Wing
192,0.02139525,1.299678,0.0170003,0.004577891753610355,6.374964285887745e-07,0.060041524274101046,Wing
193,-0.03152829,1.299147,0.02016357,0.005806158070703169,-2.141417308591506e-06,0.14270995883617757,Wing
194,-0.08170777,1.30737,0.0209119,-0.0010615865983901887,6.704453523846834e-05,0.06810611158648615,Wing
195,-0.1207859,1.300483,0.01887788,-0.005274467228070014,0.00010675949166699898,0.05544798236600012,Wing
196,-0.1370496,1.298343,0.01686671,-0.00675671337872021,4.0667007451398604e-05,0.04380038021682814,Wing
197,-0.1510545,1.294774,0.01417182,-0.003232583134068784,6.315379811233285e-06,0.01387517008443385,Wing
198,-0.1601672,1.299374,0.0115852,-0.008594003747645991,8.14952200950021e-05,0.025511657961599956,Wing
199,-0.168444,1.300603,0.008006245,-0.0015822680753385756,5.343118114753816e-06,0.0028741533971732257,Wing
200,-0.172243,1.298754,0.005328394,-0.0019102521171520791,-3.814703501727953e-05,0.0019955085447799377,Wing
201,-0.1747357,1.299537,0.001595834,0.010991730082482588,5.6628912750811375e-05,-0.0030848638702200056,Wing
202,-0.1742551,1.30007,-0.002727309,0.006019940795196854,-3.6356524807718105e-05,0.0028124119609782977,Wing
203,-0.171119,1.299866,-0.006279852,-0.0011838426902892557,2.9156749134237702e-05,-0.001582197342179874,Wing
204,-0.1662746,1.296972,-0.009138281,0.0011849163944656666,-8.275393331766847e-06,0.0026004355469333323,Wing
205,-0.1583198,1.300086,-0.01218761,-0.006764133897250652,-3.626647107877388e-05,-0.022025286326580497,Wing
206,-0.1492005,1.300532,-0.01460035,-0.0006265237218333345,-1.5921222625001298e-06,-0.002870725558750007,Wing
207,-0.1364987,1.302515,-0.01695132,-0.0060283160868295875,4.779005793284925e-05,-0.04090034178524667,Wing
208,-0.1150243,1.3024,-0.01938922,-0.004313576884477983,1.2827663733013327e-05,-0.054831327185495035,Wing
209,-0.08445396,1.304579,-0.0208619,-0.0020601813279399576,0.00010136162983456641,-0.1008147049464149,Wing
210,-0.03253875,1.291903,-0.02020414,0.004085962972154793,5.594993498731093e-05,-0.10408184980323582,Wing
211,0.01895807,1.300749,-0.01718451,0.0037473573511295267,1.5595411416711333e-05,-0.05023935788767964,Wing
212,0.05291697,1.303344,-0.01434685,0.0044716822253636,-4.222805273426783e-06,-0.04915470070971294,Wing
213,0.08682022,1.296582,-0.01099366,0.001797174838335763,3.1550613763294837e-06,-0.017088441067790748,Wing
214,0.1139538,1.299452,-0.007969016,0.0005633986137760182,-2.244870572017501e-07,-0.0048377986363256735,Wing
215,0.1392075,1.30304,-0.004879126,-0.0008194373008165426,-2.9021906956011406e-07,0.006432975684801117,Wing
216,0.1576231,1.297884,-0.002446973,-0.001971872078342266,-5.248926856249723e-06,0.014474067156451218,Wing
217,0.175,1.25,0.0,0.019137315747735327,2.076681277019929e-06,-0.007233969574851612,Wing
218,0.1574277,1.257676,0.002473616,-0.0013945017069203788,2.5625149577074753e-06,-0.01024967402576082,Wing
219,0.1404008,1.253025,0.004726259,-0.0008571823468047001,1.5608877154268074e-06,-0.0067099837681440875,Wing
220,0.1167934,1.250073,0.007635065,0.0006797499501388299,5.073896213488813e-07,0.005787156882466551,Wing
221,0.08627916,1.249059,0.01105093,0.0028427320470268357,6.457562255649497e-06,0.027076064393522815,Wing
222,0.05384536,1.249247,0.01426159,0.0037210893583144405,1.52859235212026e-06,0.0407029229052168,Wing
223,0.02122687,1.249221,0.01701313,0.004596634884686818,4.671852162889669e-06,0.060384926497042066,Wing
224,-0.03090143,1.250409,0.02013797,0.005588374724699365,-7.026854818486753e-06,0.1352670171716772,Wing
225,-0.08263856,1.251364,0.02089625,-0.0018014693665999958,1.9929920674601615e-05,0.09958336792651737,Wing
226,-0.1147608,1.249901,0.01941049,-0.006200409174232234,0.00013249748129072752,0.07880805408233628,Wing
227,-0.1352736,1.248461,0.01713474,-0.008958367301691474,6.210405177166989e-05,0.06195775099598713,Wing
228,-0.1505562,1.244933,0.01428968,-0.0047855311852712775,1.4403671578217361e-05,0.020990404684464028,Wing
229,-0.160018,1.249378,0.01163563,-0.0062054358557306726,6.178123950873566e-05,0.018591907729466683,Wing
230,-0.1684074,1.250601,0.00802694,-0.0007301097616988142,2.286947072831439e-06,0.0013325538691485131,Wing
231,-0.1722345,1.248755,0.005336398,-0.001703655227755795,-3.424922990085739e-05,0.0017845056484267305,Wing
232,-0.1747348,1.249537,0.001598822,0.01241811899638232,6.282312965989856e-05,-0.0034968438865599955,Wing
233,-0.1742555,1.25007,-0.002726614,0.0038077847079447547,-2.3016330179443802e-05,0.00177761980545669,Wing
234,-0.1711199,1.249866,-0.00627915,-0.002058031627370576,5.068199222994437e-05,-0.00274984860941321,Wing
235,-0.1662787,1.246973,-0.009136279,-0.00027180856591466724,1.8981953958334821e-06,-0.0005962476412666685,Wing
236,-0.1583345,1.250089,-0.01218301,-0.0033823227637790267,-1.8018536968960733e-05,-0.01100292558107121,Wing
237,-0.1492581,1.250534,-0.01458744,-0.0018599637264699884,-4.907229920999924e-06,-0.00849459755192494,Wing
238,-0.1367138,1.252522,-0.01691845,-0.0063134596569061185,5.033697288500229e-05,-0.04247889498076085,Wing
239,-0.1158627,1.252228,-0.01932034,-0.004858876922750002,1.167579299366737e-05,-0.05980461300621665,Wing
240,-0.08715172,1.253614,-0.02080131,-0.0020774429823210475,-2.602780146542492e-06,-0.0829532723526509,Wing
241,-0.0327949,1.254138,-0.02021428,0.00455117104454643,-6.227456772095157e-05,-0.11620702078345929,Wing
242,0.0195458,1.249835,-0.01714039,0.004577828860484628,-1.93081349030353e-05,-0.06100378332984405,Wing
243,0.05553174,1.250023,-0.01410574,0.004726846977119994,-1.6248863663238383e-06,-0.05133386905711162,Wing
244,0.09049906,1.249827,-0.01060111,0.001221590670919916,2.4729531408764773e-07,-0.011468147223735826,Wing
245,0.1150264,1.250021,-0.007843273,0.0013311523744753363,-7.2730234838824e-07,-0.01136725204461287,Wing
246,0.1394841,1.253146,-0.00484374,-0.0008239484067821804,-2.8944034588509385e-07,0.006459419394677201,Wing
247,0.1576732,1.247911,-0.002440131,-0.0015715212442362846,-4.023641966372776e-06,0.01153187366168395,Wing
248,0.175,1.2,0.0,0.022002619594379817,1.0148413573190251e-05,-0.008749290121861689,Wing
249,0.1575992,1.202303,0.002450229,-0.0023021547594292494,-3.3213723131338734e-07,-0.01692190974545174,Wing
250,0.1395922,1.199712,0.004829907,-0.0003710817146040652,3.1178226424503224e-07,-0.0029098951875459024,Wing
251,0.117846,1.199984,0.007510418,0.0005620937587604809,2.9199244980517014e-07,0.004770303151311958,Wing
